Generated by pymatgen.io.lammps.data.LammpsData

24948  atoms

    1  atom types

0.000000 54.504395  xlo xhi
0.000000 63.033596  ylo yhi
0.000000 104.937693  zlo zhi
1.432581 0.000000 0.000000  xy xz yz

Masses

1  55.85

Atoms

14279  1  1.807786 13.469791 82.787921
5864   1  1.033778 14.635374 80.767191
18338  1  3.511251 14.635374 80.767191
12189  1  2.578023 12.301183 84.806444
14378  1  1.730459 13.465469 86.834806
5963   1  0.969807 14.637813 84.816994
18437  1  3.447280 14.637813 84.816994
12288  1  2.485465 12.287637 88.851313
14477  1  1.622807 13.437835 90.881237
6062   1  0.877616 14.622830 88.865120
18536  1  3.355089 14.622830 88.865120
2004   1  4.100280 13.437834 90.881237
23     1  1.491796 13.386788  9.989791
12497  1  3.969269 13.386788  9.989791
12387  1  2.362070 12.247008 92.897076
6161   1  0.755504 14.580912 92.911870
18635  1  3.232976 14.580912 92.911870
2102   1  1.492772 16.863290 12.035563
6260   1  3.230064 18.054054 10.019662
14576  1  3.970244 16.863290 12.035563
20813  1  2.362682 15.720650 10.004947
18744  1  0.752592 18.054055 10.019662
2201   1  1.388159 16.836295 16.080418
6359   1  3.103539 18.013932 14.064785
14675  1  3.865632 16.836294 16.080418
20912  1  2.242781 15.678768 14.051348
18843  1  0.626067 18.013932 14.064785
2300   1  1.319246 16.830851 20.123258
6458   1  3.015906 18.001595 18.106331
14774  1  3.796719 16.830850 20.123258
21011  1  2.157564 15.662658 18.096751
18942  1  0.538434 18.001595 18.106331
2399   1  1.280451 16.834064 24.166216
6557   1  2.962106 18.002981 22.146540
14873  1  3.757923 16.834064 24.166216
21110  1  2.104887 15.661997 22.141930
19041  1  0.484633 18.002981 22.146540
2498   1  1.268138 16.838634 28.209755
6656   1  2.936308 18.007760 26.187903
14972  1  3.745611 16.838634 28.209755
21209  1  2.080310 15.665917 26.187687
19140  1  0.458836 18.007761 26.187903
6755   1  2.935615 18.012598 30.229747
19239  1  0.458142 18.012598 30.229747
21308  1  2.082232 15.670036 30.232787
2597   1  1.281606 16.843684 32.252077
6854   1  2.960174 18.019037 34.269903
15071  1  3.759078 16.843683 32.252077
19338  1  0.482702 18.019038 34.269903
21407  1  2.111804 15.676338 34.274957
2696   1  1.322687 16.852862 36.291415
6953   1  3.011826 18.030528 38.307429
15170  1  3.800160 16.852862 36.291415
19437  1  0.534353 18.030528 38.307429
21506  1  2.171673 15.690569 38.313598
2795   1  1.392206 16.869609 40.328635
7052   1  3.088068 18.046192 42.344139
15269  1  3.869679 16.869609 40.328635
19536  1  0.610595 18.046192 42.344139
21605  1  2.258315 15.713057 42.351741
